MN_No,MA_No,Mapping_Quality,Pali_Name,Expected_Han,Found_Han,Status,Pali_Text,Han_Text
93,151,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,yo so bho gotama māṇavako ajjhāyako upanīto tamettha brāhmaṇā paṭhamaṃ bhojeyyuṃ saddhe vā thālipāke vā yaññe vā pāhune ,喜行惡法 二不學問 然好精進 喜行妙法 於摩納意云何 彼梵志為先施誰第一座 第一澡水 第一食耶
93,151,TRUE_PAIR,brahma,梵天|梵,,MISSING,kamettha brāhmaṇā paṭhamaṃ bhojeyyuṃ saddhe vā thālipāke vā yaññe vā pāhune vā ti,爾時 世尊知彼大眾心之所念 告曰 止 止 阿攝惒邏延多那 但心喜足 可還復坐 我當為汝說法
93,151,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,te hi nāma assalāyana satta brāhmaṇisayo asitena devalena isinā sake jātivāde samanuyuñjīyamānā,於是 阿攝惒邏延多那摩納 佛為說法 勸發渴仰 成就歡喜已 即從坐起 稽首佛足 繞三匝而去 是時 拘薩羅眾多梵志還去不遠 種種言語
96,150,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,atha kho esukārī brāhmaṇo yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi,爾時 欝瘦歌邏梵志中後彷徉 往詣佛所 共相問訊 却坐一面 白曰 瞿曇 欲有所問 聽乃敢陳
96,150,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,ekamantaṃ nisinno kho esukārī brāhmaṇo bhagavantaṃ etadavoca brāhmaṇā bho gotama catasso pāricariyā paññapenti,欝瘦歌邏梵志即便問曰 瞿曇 梵志為四種姓施設四種奉事 為梵志施設奉事 為剎利 居士 工師施設奉事 瞿曇 梵志為梵志施設奉事 梵志應奉事梵志 剎利 居士 工師亦應奉事梵志 瞿曇 此四種姓應奉事梵志 瞿曇 梵志為剎利施設奉事 剎利應奉事剎利 居
96,150,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,taṃ kiṃ maññasi brāhmaṇa brāhmaṇova nu kho pahoti asmiṃ padese averaṃ abyābajjhaṃ mettacittaṃ bhāvetuṃ no khattiyo no ve,欝瘦歌邏梵志答曰 瞿曇 若我奉事 因奉事故 有如無勝者 我不應奉事彼 若我奉事 因奉事故 有勝無如者 我應奉事彼 瞿曇 若奉事梵志 因奉事故 有如無勝者 我不應奉事彼 奉事剎利 居士 工師 因奉事故 有如無勝者 我不應奉事彼 瞿曇 若奉事梵
96,150,TRUE_PAIR,brahma,梵天|梵,,MISSING,khattiyopi hi bho gotama pahoti asmiṃ padese averaṃ abyābajjhaṃ mettacittaṃ bhāvetuṃ brāhmaṇopi,有勝無如者 我應奉事彼 奉事剎利 居士 工師 因奉事故 有勝無如者 我應奉事彼
96,150,SOFT,brahma,梵天|梵,梵,VARIANT,brāhmaṇakulā cepi brāhmaṇa vessakulā cepi brāhmaṇa suddakulā cepi brāhmaṇa agārasmā anagāriyaṃ pabbajito hoti,工師 因奉事故 有如無勝者 為是奉事耶 梵志 若奉事梵志 因奉事故 有勝無如者 為是奉事耶 奉事剎利 居士 工師 因奉事故 有勝無如者 為是奉事耶
96,150,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,taṃ kiṃ maññasi brāhmaṇa brāhmaṇova nu kho pahoti sottisināniṃ ādāya nadiṃ gantvā rajojallaṃ pavāhetuṃ no khattiyo no ve,梵志 彼梵志非愚非癡 亦非顛倒 心無顛倒 自由自在 答我曰 瞿曇 若我奉事 因奉事故 有如無勝者 我不應奉事彼 若我奉事 因奉事故 有勝無如者 我應奉事彼 瞿曇 若奉事梵志 因奉事故 有如無勝者 我不應奉事彼 奉事剎利 居士 工師 因奉事故
96,150,TRUE_PAIR,brahma,梵天|梵,,MISSING,evameva kho brāhmaṇa khattiyakulā cepi agārasmā anagāriyaṃ pabbajito hoti,耶
96,150,SOFT,brahma,梵天|梵,梵,VARIANT,brāhmaṇakulā cepi brāhmaṇa vessakulā cepi brāhmaṇa suddakulā cepi brāhmaṇa agārasmā anagāriyaṃ pabbajito hoti,欝瘦歌邏梵志答曰 瞿曇 若我奉事 因奉事故 失信 戒 博聞 庶幾 智慧者 我不應奉事彼 若我奉事 因奉事故 增益信 戒 博聞 庶幾 智慧者 我應奉事彼 瞿曇 若奉事梵志 因奉事故 失信 戒 博聞 庶幾 智慧者 我不應奉事彼 奉事剎利 居士 
96,150,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,taṃ kiṃ maññasi brāhmaṇa idha rājā khattiyo muddhāvasitto nānājaccānaṃ purisānaṃ purisasataṃ,世尊告曰 梵志 若更有梵志來 非愚非癡 亦非顛倒 心
96,150,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,pātukato so eva nu khvāssa aggi accimā ceva vaṇṇavā ca pabhassaro ca tena ca sakkā agginā,已 則便失利 猶如放牛人不能看牛者 則便失利 如是 瞿曇 梵志為居士施設田作自有財物 若居士輕慢田作者 則便輕慢自有財物 輕慢自有財物已 則便失利
96,150,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,pātukato svāssa aggi na ceva accimā na ca vaṇṇavā na ca pabhassaro na ca tena sakkā agginā aggikaraṇīyaṃ kātu nti,世尊問曰 梵志 於意云何 若百種人來 或有一人而語彼曰 汝等共來 若有生剎利族 梵志族者 唯彼能持澡豆至水洗浴 去垢極淨 梵志 於意云何 為剎利族 梵志族者 彼能持澡豆至水洗浴 去垢極淨耶 為居士族 工師族者 彼不能持澡豆
96,150,TRUE_PAIR,brahma,梵天|梵,,MISSING,yopi hi so bho gotama khattiyakulā brāhmaṇakulā rājaññakulā uppannehi sākassa vā sālassa vā,至水洗浴 去垢極淨耶 為一切百種人皆能持澡豆至水洗浴 去垢極淨耶
96,150,TRUE_PAIR,sakka,帝釋|天帝釋,,MISSING,aggi accimā ceva vaṇṇavā ca pabhassaro ca tena ca sakkā agginā aggikaraṇīyaṃ kātuṃ yopi so,世尊問曰 梵志 於意云何 若百種人來 或有一人而語彼曰 汝等共來 若生剎利族 梵志族者 唯彼能以極燥娑羅及
96,150,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,brāhmaṇakulā cepi brāhmaṇa vessakulā cepi brāhmaṇa suddakulā cepi brāhmaṇa agārasmā anagāriyaṃ pabbajito hoti,欝瘦歌邏梵志答曰 瞿曇 若百種人皆以若干種木用作火母 以鑽鑽之 生火長養者 彼一切火皆有㷿 有色 有熱 有光 皆能作火事 若彼火獨有㷿 有色 有熱 有光 能為火事者 終無是處 若彼火獨無㷿 無色 無熱 無光 不能為火事者 亦無是處 但 瞿曇
96,150,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,evaṃ vutte esukārī brāhmaṇo bhagavantaṃ etadavoca abhikkantaṃ bho gotama abhikkantaṃ bho gotama,欝瘦歌邏梵志白曰 世尊 我已知 善逝 我已解 世尊 我今自歸於佛 法及比丘眾 唯願世尊受我為優婆塞 從今日始 終身自歸 乃至命盡
97,27,SOFT,brahma,梵天|梵,,MISSING,kaccāvuso dhanañjāni brāhmaṇo arogo ca balavā cā ti dhanañjānipi kho āvuso brāhmaṇo arogo ca balavā cā ti,復問 賢者 世尊在王舍城受夏坐 聖體康強 安快無病 起居輕便 氣力如常耶
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yo hi bho sāriputta mātāpitūnaṃ hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho sāriputta mātāpitūnaṃ hetu d,尊者舍梨子聞已 於舍衛國受夏坐訖 過三月已 補治衣竟 攝衣持鉢 從舍衛國往詣王舍城 住竹林
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yo hi bho sāriputta puttadārassa hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho,於是 尊者舍梨子過夜平旦 著衣持鉢 入王舍城 次行乞食 乞食已 竟往至梵志陀然家 是時 梵志陀然從其家出 至泉水邊苦治居民 梵志陀然遙見尊者舍梨子來 從
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,sāriputta puttadārassa hetu dhammacārī samacārī assa tadevettha seyyo,坐而起 偏袒著衣 叉手向尊者舍梨子讚曰 善來 舍梨子 舍梨子久不來此 於是 梵志陀然敬心扶抱尊者舍梨子 將入家中 為敷好床 請
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yo hi bho sāriputta dāsakammakaraporisassa hetu adhammacārī visamacārī assa na taṃ seyyo yo ca,尊者舍梨子曰 止 止 陀然 但心喜足
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,kho bho sāriputta dāsakammakaraporisassa hetu dhammacārī samacārī assa tadevettha seyyo,是時 梵志陀然問曰 舍梨子 何故入如是家而不肯食
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yo hi bho sāriputta mittāmaccānaṃ hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho,梵志陀然答曰 舍梨子 當知我今在家 以家業為事 我應自安隱 供養父母 瞻視妻子 供給奴婢 當輸王租 祠祀諸天 祭餟先祖及布施沙門 梵志 為後生天而得長壽 得樂果報故 舍梨子 是一切事不可得
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,sāriputta mittāmaccānaṃ hetu dhammacārī samacārī assa tadevettha seyyo,疑 一向從法
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,yo hi bho sāriputta ñātisālohitānaṃ hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho,復問 陀然 於意云何 若復有人為妻子故而行作惡 因行惡故 身壞命終趣至惡處生地獄中 生地獄已 獄卒執捉 極苦治時 彼向獄卒而作是語 獄卒 當知 莫苦治我 所以者何 我為妻子故而行作惡 云何 陀然 彼人可得從地獄卒脫此苦耶
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,sāriputta ñātisālohitānaṃ hetu dhammacārī samacārī assa tadevettha seyyo,復問 陀然 於意云何 若復有人為奴婢故 而行作惡 因行惡故 身壞命終趣至惡處 生地獄中 生地獄已 獄卒執捉 極苦治時 彼向獄卒而作是語 獄卒 當知 莫苦治我 所以者何 我為奴婢故而行作惡 云何 陀然 彼人可得從地獄卒脫此苦耶
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,yo hi bho sāriputta atithīnaṃ hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho sāriputta atithīnaṃ hetu dhamm,陀然 族姓子可得如法 如業 如功德得錢財 尊重奉敬孝養父母 行福德業 不作惡業 陀然 若族姓子如法 如業 如功德得錢財 尊重奉敬孝養父母 行福德業 不作惡業者 彼便為父母之所愛念 而作是言 令汝強健 壽考無窮 所以者何 我由汝故 安隱快樂 
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,yo hi bho sāriputta pubbapetānaṃ hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho,陀然 族姓子可得如法 如業 如功德得錢財 愍傷奴婢 給恤瞻視 行福德業 不作惡業 陀然 若族姓子如法 如業 如功德得錢財 愍傷奴婢 給恤瞻視 行福德業 不作惡業者 彼便為奴婢之所尊重 而作是言 願令大家強健 壽考無窮 所以者何 由大家故 我
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,sāriputta pubbapetānaṃ hetu dhammacārī samacārī assa tadevettha seyyo,陀然 族姓子可得如法 如業 如功德得錢財 尊重供養沙門 梵志 行福德業 不作惡業 陀然 若族姓子如法 如業 如功德得錢財 尊重供養沙門 梵志 行福德業 不作惡業者 彼便極為沙門 梵志之所愛念 而作是言 令施主強健 壽考無窮 所以者何 我由施
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yo hi bho sāriputta devatānaṃ hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho sāriputta devatānaṃ hetu dhamm,尊者舍梨子答曰 陀然 汝莫歸我 我所歸佛汝應自歸
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yo hi bho sāriputta rañño hetu adhammacārī visamacārī assa na taṃ seyyo yo ca kho bho sāriputta rañño hetu dhammacārī sa,於是 尊者舍梨子為梵志陀然說法 勸發渴仰 成就歡喜 無量方便為彼說法 勸發渴仰 成就歡喜已 從坐起去 遊王舍城 住經數日 攝衣持鉢 從王舍城出 往詣南山 住南山村北尸攝惒林中
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yo hi bho sāriputta kāyassa pīṇanāhetu brūhanāhetu adhammacārī visamacārī assa na taṃ seyyo yo,於是 彼一比丘往詣尊者舍梨子所 稽首禮足 却坐一面
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,ca kho bho sāriputta kāyassa pīṇanāhetu brūhanāhetu dhammacārī samacārī assa tadevettha seyyo,尊者舍梨子問曰 賢者 從何處來 何處遊行
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,atha kho dhanañjāni brāhmaṇo āyasmato sāriputtassa bhāsitaṃ abhinanditvā anumoditvā uṭṭhāyāsanā pakkāmi,比丘答曰 尊者舍梨子 我從王舍城來 遊行王舍城
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,atha kho dhanañjāni brāhmaṇo āyasmato sāriputtassa bhāsitaṃ abhinanditvā anumoditvā uṭṭhāyāsanā pakkāmi,比丘答曰 尊者舍梨子 我從王舍城來 遊行王舍城
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,manussehi bho sāriputta cātumahārājikā devā seyyo ti taṃ kiṃ maññasi dhanañjāni katamaṃ seyyo cātumahārājikā vā devā tāv,尊者舍梨子聞是語已 即攝衣持鉢 從南山出 至王舍城 住竹林
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,cātumahārājikehi bho sāriputta devehi tāvatiṃsā devā seyyo ti,加蘭哆園 於是 尊者舍梨子過夜平旦 著衣持鉢 往詣梵志陀然家 梵志陀然遙見尊者舍梨子來 見已便欲從床而起 尊者舍梨子見梵志陀然欲從床起 便止彼曰 梵志陀然 汝臥勿起 更有餘床 我自別坐
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,tāvatiṃsehi bho sāriputta devehi yāmā devā seyyo ti taṃ kiṃ maññasi dhanañjāni katamaṃ seyyo yāmā vā devā tusitā vā devā,陀然答曰 所患至困 飲食不進 疾苦但增而不覺損 尊者舍梨子 猶如力士以利刀刺頭 但生極苦 我今頭痛亦復如是 尊者舍梨子 猶如力士以緊索繩而纏絡頭 但生極苦 我今頭痛亦復如是 尊者舍梨子 猶屠牛兒而以利刀破於牛腹 但生極苦 我今腹痛亦復如是 
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,yāmehi bho sāriputta devehi tusitā devā seyyo ti taṃ kiṃ maññasi dhanañjāni katamaṃ seyyo tusitā vā devā nimmānaratī vā ,尊者舍梨子告曰 陀然 我今問汝 隨所解答 梵志陀然 於意云何 地獄 畜生 何者為勝
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,tusitehi bho sāriputta devehi nimmānaratī devā seyyo ti,陀然答曰 畜生勝也
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,nimmānaratīhi bho sāriputta devehi paranimmitavasavattī devā seyyo ti,復問 陀然 餓鬼比人 何者為勝
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,taṃ kiṃ maññasi dhanañjāni katamaṃ seyyo paranimmitavasavattī vā devā brahmaloko vā ti,復問 陀然 人 四王天 何者為勝
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,brahmaloko ti bhavaṃ sāriputto āha brahmaloko ti bhavaṃ sāriputto āhā ti,陀然答曰 四王天勝
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,atha kho āyasmato sāriputtassa etadahosi ime kho brāhmaṇā brahmalokādhimuttā,復問 陀然 四王天 三十三天 何者為勝
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,atha kho āyasmato sāriputtassa etadahosi ime kho brāhmaṇā brahmalokādhimuttā,復問 陀然 四王天 三十三天 何者為勝
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,yaṃnūnāhaṃ dhanañjānissa brāhmaṇassa brahmānaṃ sahabyatāya maggaṃ deseyya nti,陀然答曰 三十三天勝
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,brahmānaṃ te dhanañjāni sahabyatāya maggaṃ desessāmi taṃ suṇāhi sādhukaṃ manasi karohi bhāsissāmī ti,復問 陀然 三十三天 㷿摩天 何者為勝
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,,MISSING,evaṃ bho ti kho dhanañjāni brāhmaṇo āyasmato sāriputtassa paccassosi,復問 陀然 㷿摩天 兜率陀天 何者為勝
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,evaṃ bho ti kho dhanañjāni brāhmaṇo āyasmato sāriputtassa paccassosi,復問 陀然 㷿摩天 兜率陀天 何者為勝
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,āyasmā sāriputto etadavoca katamo ca dhanañjāni brahmānaṃ sahabyatāya maggo,陀然答曰 兜率陀天勝
97,27,TRUE_PAIR,brahma,梵天|梵,梵天|梵,MATCH,ayaṃ kho dhanañjāni brahmānaṃ sahabyatāya maggo,陀然答曰 梵天最勝 梵天最勝
97,27,SOFT,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,ayaṃ kho dhanañjāni brahmānaṃ sahabyatāya maggo ti tena hi bho sāriputta mama vacanena bhagavato pāde sirasā vandāhi dha,於是 尊者舍梨子往詣佛所 稽首禮足 却坐一面 世尊告曰 舍梨子 汝何以不教梵志陀然過梵天法 若上化者 速知法如法
97,27,SOFT,brahma,梵天|梵,梵天|梵,MATCH,ayaṃ kho dhanañjāni brahmānaṃ sahabyatāya maggo ti tena hi bho sāriputta mama vacanena bhagavato pāde sirasā vandāhi dha,於是 尊者舍梨子往詣佛所 稽首禮足 却坐一面 世尊告曰 舍梨子 汝何以不教梵志陀然過梵天法 若上化者 速知法如法
97,27,TRUE_PAIR,sariputta,舍利弗|舍梨子,舍梨子,VARIANT,kālaṅkatoca sāriputta dhanañjāni brāhmaṇo brahmalokañca upapanno ti,佛說如是 尊者舍梨子及無量百千眾 聞佛所說 歡喜奉行
97,27,TRUE_PAIR,brahma,梵天|梵,,MISSING,kālaṅkatoca sāriputta dhanañjāni brāhmaṇo brahmalokañca upapanno ti,佛說如是 尊者舍梨子及無量百千眾 聞佛所說 歡喜奉行
99,152,TRUE_PAIR,savatthi,舍衛|舍衛國,,MISSING,tena kho pana samayena subho māṇavo todeyyaputto sāvatthiyaṃ paṭivasati aññatarassa gahapatissa nivesane kenacideva kara,三念誦 我聞如是 一時 佛遊王舍城 在竹林加蘭哆園
99,152,TRUE_PAIR,savatthi,舍衛|舍衛國,,MISSING,atha kho subho māṇavo todeyyaputto yassa gahapatissa nivesane paṭivasati taṃ gahapatiṃ etadavoca sutaṃ metaṃ gahapati av,爾時 鸚鵡摩納都題子少有所為 往至王舍城 寄宿居士家 於是 鸚鵡摩納都題子問所寄宿居士曰 頗有沙門 梵志宗主眾師 統領大眾 為人所尊 令我隨時往見奉敬
99,152,TRUE_PAIR,brahma,梵天|梵,,MISSING,kaṃ nu khvajja samaṇaṃ vā brāhmaṇaṃ vā payirupāseyyāmā ti,儻能因此敬奉之時 得歡喜耶
99,152,TRUE_PAIR,savatthi,舍衛|舍衛國,,MISSING,ayaṃ bhante bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme taṃ bhante bhagavantaṃ payirupāsassū ti,居士答曰 有也 天愛 沙門瞿曇釋種子捨釋宗族 剃除鬚髮 著袈裟衣 至信 捨家 無家 學道 覺無上正盡覺 天愛 自可隨時往見 詣彼奉敬 或能因此奉敬之時 心得歡喜
99,152,TRUE_PAIR,brahma,梵天|梵,,MISSING,ekamantaṃ nisinno kho subho māṇavo todeyyaputto bhagavantaṃ etadavoca brāhmaṇā bho gotama evamāhaṃsu,居士答曰 沙門瞿曇在此王舍城竹林加蘭哆園 便可往見
99,152,TRUE_PAIR,brahma,梵天|梵,,MISSING,brāhmaṇā bho gotama evamāhaṃsu mahaṭṭhamidaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ gharāvāsakammaṭṭhānaṃ mahapphalaṃ,佛言 摩納 若有在家及出家學道行邪行者 我不稱彼 所以者何 若
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,brāhmaṇā bho gotama evamāhaṃsu mahaṭṭhamidaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ gharāvāsakammaṭṭhānaṃ mahapphalaṃ,佛言 摩納 若有在家及出家學道行邪行者 我不稱彼 所以者何 若
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,atthi māṇava kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ vipajjamānaṃ appaphalaṃ hoti,鸚鵡摩納白曰 瞿曇 如我所聞 若在家者 便有大利 有
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,atthi māṇava kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ sampajjamānaṃ mahapphalaṃ hoti,大功德 出家學道者 則不然也 我問瞿曇此事云何
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,katamañca māṇava kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ vipajjamānaṃ appaphalaṃ hoti,佛言 摩納 若在家者 有大災患 有大鬪諍 有大怨憎 行邪行者 不得大果 無大功德 猶如田作 有大災患 有大鬪諍 有大怨憎 行邪行者 不得大果 無大功德 如是 摩納 若在家者亦復如是 摩納 出家學道少有災患 少有鬪諍 少有怨憎 行邪行者 不得
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,kasi kho māṇava kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ vipajjamānaṃ appaphalaṃ hoti,摩納 若在家者 有大災患 有大鬪諍 有大怨憎 行正行者 得大果報 有大功德 猶如田作 有大災患 有大鬪諍 有大怨憎 行正行
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,katamañca māṇava kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ sampajjamānaṃ mahapphalaṃ hoti,者 得大果報 有大功德 如是 摩納 若在家者亦復如是 摩納 出家學道少有災患 少有鬪諍 少有怨憎 行正行者 得大果報 有大功德 猶如治生 少有災患 少有鬪諍 少有怨憎 行正行者 得大果報 有大功德 如是 摩納 出家學道亦復如是 摩納 我如是
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,kasiyeva kho māṇava kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ sampajjamānaṃ mahapphalaṃ hoti,鸚鵡摩納白曰 瞿曇 彼諸梵志施設五法 有大果報 有大功德 作福得善
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,katamañca māṇava kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ vipajjamānaṃ appaphalaṃ hoti,世尊告曰 若諸梵志施設五法 有大果報 有大功德 作福得善 汝在此眾 今可說耶
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,vaṇijjā kho māṇava kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ vipajjamānaṃ appaphalaṃ hoti,鸚鵡摩納白曰 瞿曇 我無不可 所以者何 瞿曇 於今現
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,katamañca māṇava kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ sampajjamānaṃ mahapphalaṃ hoti,坐此眾
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,vaṇijjāyeva kho māṇava kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ sampajjamānaṃ mahapphalaṃ hoti,世尊告曰 汝便可說
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,seyyathāpi māṇava kasi kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ vipajjamānaṃ appaphalaṃ hoti,鸚鵡摩納白曰 瞿曇 善聽 瞿曇 梵志施設第一真諦法 有大果報 有大功德 作福得善 第二
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,evameva kho māṇava gharāvāsakammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ vipajjamānaṃ appaphalaṃ hot,誦習 第三熱行 第四苦行 瞿曇 梵志施設第五梵行 有大果報 有大功德作福得善
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,seyyathāpi māṇava kasiyeva kammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ sampajjamānaṃ mahapphalaṃ ho,世尊告曰 若有梵志施設五法 有大果報 有大功德 作福得善 彼梵志中頗有一梵志作如是說 我此五法 於現法中自知自覺 自作證已 施設果 耶
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,evameva kho māṇava gharāvāsakammaṭṭhānaṃ mahaṭṭhaṃ mahākiccaṃ mahādhikaraṇaṃ mahāsamārambhaṃ sampajjamānaṃ mahapphalaṃ h,鸚鵡摩納白世尊曰 無也 瞿曇
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,seyyathāpi māṇava vaṇijjā kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ vipajjamānaṃ appaphalaṃ hoti,世尊告曰 頗有師及祖師 至七世父母 作如是說 我此五法 於現法中自知自覺 自作證已 施設果 耶
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,evameva kho māṇava pabbajjā kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ vipajjamānaṃ appaphalaṃ hot,爾時 世尊問曰 摩納 若昔有梵志壽終命過 誦持經書 流布經書 誦習
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,seyyathāpi māṇava vaṇijjāyeva kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ sampajjamānaṃ mahapphalaṃ,典經 一曰夜吒 二曰婆摩 三曰婆摩提婆 四曰奢蜜哆羅 五曰
99,152,TRUE_PAIR,mara,魔|波旬,,MISSING,evameva kho māṇava pabbajjā kammaṭṭhānaṃ appaṭṭhaṃ appakiccaṃ appādhikaraṇaṃ appasamārambhaṃ sampajjamānaṃ mahapphalaṃ h,夜婆陀揵尼 六曰應疑羅婆 七曰婆私吒 八曰迦葉 九曰
99,152,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,kiṃ pana māṇava yepi te brāhmaṇānaṃ pubbakā isayo mantānaṃ kattāro mantānaṃ pavattāro yesamidaṃ,鸚鵡摩納白世尊曰 無也 瞿曇 但諸梵志因信受持
99,152,TRUE_PAIR,brahma,梵天|梵,梵,VARIANT,bhagavantaṃ etadavoca brāhmaṇo bho gotama pokkharasāti,鸚鵡摩納白曰 瞿曇 實無根本 但諸梵志聞已受持
